,SIM_ID,ID,NN,n,th,FSM_COMPLEXITY_MAX_NO_IMPROVE,NUM_RANDOMIZATIONS,MAX_MODULARITY_MAX_NO_IMPROVEMENT,REPLICATE,STATUS,DURATION,RANDOM_SEED,DISPATCHER_ID,MSG,c,mean_rel_complexity,rel_complexity_trace,Q,Q_rand,Q_norm,Q_max,num_modules,Q_p_value,Q_z_score,Q_max_trace,I,duration_Q,duration_complexity,FK_SIMULATION,ID,complexity_normalized
1526,1527,1527,180,30,0.75,2000000,0,0,6,DONE,102787,90850143,8fb48bc751749d4b85bafaf7eb57f997,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.138485412787089,16.3388888888889,,0.204426703226871,,,,4.0,,,,0.00933293027909145,0,102785,1527,1555,0.54462962962963
1527,1528,1528,180,30,0.75,2000000,0,0,7,DONE,145136,51134280,52a87c2bdbebb7c4cdafe3bea091c45d,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.133581626319056,16.5944444444444,,0.229502619677727,,,,3.0,,,,0.0099367894609877,0,145133,1528,1585,0.5531481481481466
1528,1529,1529,180,30,0.75,2000000,0,0,8,DONE,110048,57046428,ab07297df19e5dc246ac9d7093adec9f,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.129795158286778,16.0611111111111,,0.232056105268623,,,,3.0,,,,0.00959772135964192,0,110045,1529,1561,0.5353703703703699
1529,1530,1530,180,30,0.75,2000000,0,0,9,DONE,104735,57642376,7ac990712fe3307b1fff0d65b5e9f165,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.147361887026692,16.7833333333333,,0.248052920255875,,,,2.0,,,,0.0118423906305831,0,104733,1530,1559,0.5594444444444433
1530,1531,1531,180,30,0.75,2000000,0,0,10,DONE,144272,87397710,55cb6e586e6110cd41e3624f704fec1f,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.152265673494724,16.9666666666667,,0.200376370506659,,,,4.0,,,,0.0102596517136583,0,144269,1531,1586,0.5655555555555567
1531,1532,1532,180,30,0.75,2000000,0,0,11,DONE,92486,38936355,3b3c365afec669c9bc694ca83774eb75,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.157852265673495,16.6111111111111,,0.19058315726871,,,,4.0,,,,0.0132713385047629,0,92483,1532,1549,0.5537037037037034
1532,1533,1533,180,30,0.75,2000000,0,0,12,DONE,96373,39332410,da7404c5a589fa16262916cdb17616d6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.146741154562384,17.7,,0.20412871370043,,,,3.0,,,,0.0092959642392335,0,96370,1533,1551,0.59
1533,1534,1534,180,30,0.75,2000000,0,0,13,DONE,67812,99538153,c46a278c313bf5e6193499f37e31aa42,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.157914338919926,17.6166666666667,,0.191009614433764,,,,3.0,,,,0.0109590336262586,0,67810,1534,1519,0.5872222222222233
1534,1535,1535,180,30,0.75,2000000,0,0,14,DONE,96388,5069193,688799fae4b1f42b136a9f910593bee6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.159466170080695,16.8111111111111,,0.211873808763681,,,,3.0,,,,0.0111291410516191,0,96385,1535,1552,0.56037037037037
1535,1536,1536,180,30,0.75,2000000,0,0,15,DONE,176968,84442431,98aaf1891c9e4e7ef80a25e03e7ea201,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.126939788950962,15.4888888888889,,0.213996927325877,,,,3.0,,,,0.00868278499972626,0,176965,1536,1600,0.5162962962962967
1536,1537,1537,180,30,0.75,2000000,0,0,16,DONE,72128,92891822,71534762337dc0633ce6dc6ad77900e2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.143575418994413,16.5,,0.214663486835157,,,,3.0,,,,0.0098778274022025,0,72126,1537,1526,0.55
1537,1538,1538,180,30,0.75,2000000,0,0,17,DONE,116478,6601569,5542b59821710b1ae4abcf42b6f1c6e6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.138050900062073,16.1611111111111,,0.199746733638269,,,,5.0,,,,0.00971904502782239,0,116474,1538,1569,0.5387037037037034
1538,1539,1539,180,30,0.75,2000000,0,0,18,DONE,82418,87999776,9017d0fe41160ccdc7f4523ad0f3a286,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.143885785226567,16.5555555555556,,0.206844193433839,,,,2.0,,,,0.00987236695821637,0,82415,1539,1535,0.5518518518518534
1539,1540,1540,180,30,0.75,2000000,0,0,19,DONE,108803,74794872,f84f91fef6106d6fd578c4b535b09b72,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.149472377405338,17.5888888888889,,0.206157958383462,,,,2.0,,,,0.011006293542164,0,108800,1540,1563,0.5862962962962966
1540,1541,1541,180,30,1.0,2000000,0,0,0,DONE,87233,72190264,c8a64d9922c9b0c57b6a5d00127fcc91,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.0875853507138423,10.1333333333333,,0.268350929042388,,,,29.0,,,,0.0115242477999837,0,87230,1541,1547,0.3377777777777767
1541,1542,1542,180,30,1.0,2000000,0,0,1,DONE,68716,33259366,1aa8f44e32eabccb1ccd51699d9a8471,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.0944754810676598,11.2944444444444,,0.271619402508284,,,,30.0,,,,0.0119660022528443,0,68714,1542,1527,0.37648148148148
1542,1543,1543,180,30,1.0,2000000,0,0,2,DONE,75362,67627489,41c68a20e1cf70427b19b155ff3cdc61,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.0934823091247672,11.4055555555556,,0.293302222716042,,,,21.0,,,,0.0114510119899221,0,75359,1543,1533,0.3801851851851866
1543,1544,1544,180,30,1.0,2000000,0,0,3,DONE,78999,52502105,4f61831703d4668e56c798e54d3de136,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.100496585971446,11.5222222222222,,0.261862777601223,,,,24.0,,,,0.0118557068834823,0,78996,1544,1536,0.38407407407407335
1544,1545,1545,180,30,1.0,2000000,0,0,4,DONE,83520,62842833,ab12226e56da5a019810f58da8addbc2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.102855369335816,11.2888888888889,,0.304057073573498,,,,25.0,,,,0.0142043558608941,0,83517,1545,1543,0.3762962962962967
1545,1546,1546,180,30,1.0,2000000,0,0,5,DONE,81614,91973574,e5ff7380c318a23e4d5a471809d3918c,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.092675356921167,10.8833333333333,,0.280812355403582,,,,27.0,,,,0.0110066160863124,0,81612,1546,1542,0.3627777777777767
