,N,c,n,replicate,th
4957,40.0,0.820625,40.0,7.0,0.3448275862068965
4958,40.0,0.8,40.0,8.0,0.3448275862068965
4959,40.0,0.825,40.0,9.0,0.3448275862068965
4960,40.0,0.810625,40.0,10.0,0.3448275862068965
4961,40.0,0.7975,40.0,11.0,0.3448275862068965
4962,40.0,0.79625,40.0,12.0,0.3448275862068965
4963,40.0,0.771875,40.0,13.0,0.3448275862068965
4964,40.0,0.820625,40.0,14.0,0.3448275862068965
4965,40.0,0.8075,40.0,15.0,0.3448275862068965
4966,40.0,0.814375,40.0,16.0,0.3448275862068965
4967,40.0,0.828125,40.0,17.0,0.3448275862068965
4968,40.0,0.815,40.0,18.0,0.3448275862068965
4969,40.0,0.805625,40.0,19.0,0.3448275862068965
4970,40.0,0.803125,40.0,20.0,0.3448275862068965
4971,40.0,0.818125,40.0,21.0,0.3448275862068965
4972,40.0,0.813125,40.0,22.0,0.3448275862068965
4973,40.0,0.821875,40.0,23.0,0.3448275862068965
4974,40.0,0.819375,40.0,24.0,0.3448275862068965
4975,40.0,0.80125,40.0,25.0,0.3448275862068965
4976,40.0,0.789375,40.0,26.0,0.3448275862068965
4977,40.0,0.7925,40.0,27.0,0.3448275862068965
4978,40.0,0.825625,40.0,28.0,0.3448275862068965
4979,40.0,0.75,40.0,29.0,0.3448275862068965
4980,40.0,0.82875,40.0,30.0,0.3448275862068965
4981,40.0,0.78875,40.0,31.0,0.3448275862068965
4982,40.0,0.81,40.0,32.0,0.3448275862068965
4983,40.0,0.8175,40.0,33.0,0.3448275862068965
4984,40.0,0.79875,40.0,34.0,0.3448275862068965
4985,40.0,0.7775,40.0,35.0,0.3448275862068965
4986,40.0,0.81,40.0,36.0,0.3448275862068965
4987,40.0,0.83125,40.0,37.0,0.3448275862068965
4988,40.0,0.801875,40.0,38.0,0.3448275862068965
4989,40.0,0.763125,40.0,39.0,0.3448275862068965
4990,40.0,0.8275,40.0,40.0,0.3448275862068965
4991,40.0,0.780625,40.0,41.0,0.3448275862068965
4992,40.0,0.8275,40.0,42.0,0.3448275862068965
4993,40.0,0.7975,40.0,43.0,0.3448275862068965
4994,40.0,0.803125,40.0,44.0,0.3448275862068965
4995,40.0,0.805625,40.0,45.0,0.3448275862068965
4996,40.0,0.81,40.0,46.0,0.3448275862068965
4997,40.0,0.834375,40.0,47.0,0.3448275862068965
4998,40.0,0.808125,40.0,48.0,0.3448275862068965
4999,40.0,0.79625,40.0,49.0,0.3448275862068965
5000,40.0,0.778125,40.0,0.0,0.3775862068965517
5001,40.0,0.763125,40.0,1.0,0.3775862068965517
5002,40.0,0.75625,40.0,2.0,0.3775862068965517
5003,40.0,0.766875,40.0,3.0,0.3775862068965517
5004,40.0,0.75,40.0,4.0,0.3775862068965517
5005,40.0,0.769375,40.0,5.0,0.3775862068965517
5006,40.0,0.74,40.0,6.0,0.3775862068965517
5007,40.0,0.7625,40.0,7.0,0.3775862068965517
5008,40.0,0.7925,40.0,8.0,0.3775862068965517
5009,40.0,0.791875,40.0,9.0,0.3775862068965517
5010,40.0,0.77875,40.0,10.0,0.3775862068965517
5011,40.0,0.779375,40.0,11.0,0.3775862068965517
5012,40.0,0.760625,40.0,12.0,0.3775862068965517
5013,40.0,0.750625,40.0,13.0,0.3775862068965517
5014,40.0,0.76875,40.0,14.0,0.3775862068965517
5015,40.0,0.7625,40.0,15.0,0.3775862068965517
5016,40.0,0.754375,40.0,16.0,0.3775862068965517
5017,40.0,0.74,40.0,17.0,0.3775862068965517
5018,40.0,0.793125,40.0,18.0,0.3775862068965517
5019,40.0,0.761875,40.0,19.0,0.3775862068965517
5020,40.0,0.775625,40.0,20.0,0.3775862068965517
5021,40.0,0.76625,40.0,21.0,0.3775862068965517
5022,40.0,0.7425,40.0,22.0,0.3775862068965517
5023,40.0,0.773125,40.0,23.0,0.3775862068965517
5024,40.0,0.749375,40.0,24.0,0.3775862068965517
5025,40.0,0.763125,40.0,25.0,0.3775862068965517
5026,40.0,0.785,40.0,26.0,0.3775862068965517
5027,40.0,0.760625,40.0,27.0,0.3775862068965517
5028,40.0,0.765625,40.0,28.0,0.3775862068965517
5029,40.0,0.78875,40.0,29.0,0.3775862068965517
5030,40.0,0.74125,40.0,30.0,0.3775862068965517
5031,40.0,0.7275,40.0,31.0,0.3775862068965517
5032,40.0,0.778125,40.0,32.0,0.3775862068965517
5033,40.0,0.76125,40.0,33.0,0.3775862068965517
5034,40.0,0.776875,40.0,34.0,0.3775862068965517
5035,40.0,0.76875,40.0,35.0,0.3775862068965517
5036,40.0,0.78625,40.0,36.0,0.3775862068965517
5037,40.0,0.78625,40.0,37.0,0.3775862068965517
5038,40.0,0.805,40.0,38.0,0.3775862068965517
5039,40.0,0.7225,40.0,39.0,0.3775862068965517
5040,40.0,0.801875,40.0,40.0,0.3775862068965517
5041,40.0,0.7425,40.0,41.0,0.3775862068965517
5042,40.0,0.783125,40.0,42.0,0.3775862068965517
5043,40.0,0.75625,40.0,43.0,0.3775862068965517
5044,40.0,0.7825,40.0,44.0,0.3775862068965517
5045,40.0,0.773125,40.0,45.0,0.3775862068965517
5046,40.0,0.785,40.0,46.0,0.3775862068965517
5047,40.0,0.77125,40.0,47.0,0.3775862068965517
5048,40.0,0.73125,40.0,48.0,0.3775862068965517
5049,40.0,0.785625,40.0,49.0,0.3775862068965517
5050,40.0,0.746875,40.0,0.0,0.41034482758620683
5051,40.0,0.706875,40.0,1.0,0.41034482758620683
5052,40.0,0.7125,40.0,2.0,0.41034482758620683
5053,40.0,0.718125,40.0,3.0,0.41034482758620683
5054,40.0,0.696875,40.0,4.0,0.41034482758620683
5055,40.0,0.73,40.0,5.0,0.41034482758620683
5056,40.0,0.733125,40.0,6.0,0.41034482758620683
5057,40.0,0.7025,40.0,7.0,0.41034482758620683
5058,40.0,0.725625,40.0,8.0,0.41034482758620683
5059,40.0,0.686875,40.0,9.0,0.41034482758620683
5060,40.0,0.724375,40.0,10.0,0.41034482758620683
5061,40.0,0.714375,40.0,11.0,0.41034482758620683
5062,40.0,0.7075,40.0,12.0,0.41034482758620683
5063,40.0,0.70625,40.0,13.0,0.41034482758620683
5064,40.0,0.725625,40.0,14.0,0.41034482758620683
5065,40.0,0.699375,40.0,15.0,0.41034482758620683
5066,40.0,0.734375,40.0,16.0,0.41034482758620683
5067,40.0,0.720625,40.0,17.0,0.41034482758620683
5068,40.0,0.69125,40.0,18.0,0.41034482758620683
5069,40.0,0.71,40.0,19.0,0.41034482758620683
5070,40.0,0.738125,40.0,20.0,0.41034482758620683
5071,40.0,0.72,40.0,21.0,0.41034482758620683
5072,40.0,0.71,40.0,22.0,0.41034482758620683
5073,40.0,0.715,40.0,23.0,0.41034482758620683
5074,40.0,0.685,40.0,24.0,0.41034482758620683
5075,40.0,0.715625,40.0,25.0,0.41034482758620683
5076,40.0,0.715,40.0,26.0,0.41034482758620683
5077,40.0,0.704375,40.0,27.0,0.41034482758620683
5078,40.0,0.69375,40.0,28.0,0.41034482758620683
5079,40.0,0.68875,40.0,29.0,0.41034482758620683
5080,40.0,0.7125,40.0,30.0,0.41034482758620683
5081,40.0,0.72375,40.0,31.0,0.41034482758620683
5082,40.0,0.679375,40.0,32.0,0.41034482758620683
5083,40.0,0.703125,40.0,33.0,0.41034482758620683
5084,40.0,0.7225,40.0,34.0,0.41034482758620683
5085,40.0,0.730625,40.0,35.0,0.41034482758620683
5086,40.0,0.746875,40.0,36.0,0.41034482758620683
5087,40.0,0.709375,40.0,37.0,0.41034482758620683
5088,40.0,0.7175,40.0,38.0,0.41034482758620683
5089,40.0,0.71125,40.0,39.0,0.41034482758620683
5090,40.0,0.731875,40.0,40.0,0.41034482758620683
5091,40.0,0.708125,40.0,41.0,0.41034482758620683
5092,40.0,0.69375,40.0,42.0,0.41034482758620683
5093,40.0,0.74,40.0,43.0,0.41034482758620683
5094,40.0,0.68625,40.0,44.0,0.41034482758620683
5095,40.0,0.710625,40.0,45.0,0.41034482758620683
5096,40.0,0.733125,40.0,46.0,0.41034482758620683
5097,40.0,0.71125,40.0,47.0,0.41034482758620683
5098,40.0,0.706875,40.0,48.0,0.41034482758620683
5099,40.0,0.73625,40.0,49.0,0.41034482758620683
5100,40.0,0.668125,40.0,0.0,0.443103448275862
5101,40.0,0.664375,40.0,1.0,0.443103448275862
5102,40.0,0.63625,40.0,2.0,0.443103448275862
5103,40.0,0.661875,40.0,3.0,0.443103448275862
5104,40.0,0.64875,40.0,4.0,0.443103448275862
5105,40.0,0.674375,40.0,5.0,0.443103448275862
5106,40.0,0.6525,40.0,6.0,0.443103448275862
5107,40.0,0.6575,40.0,7.0,0.443103448275862
5108,40.0,0.648125,40.0,8.0,0.443103448275862
5109,40.0,0.676875,40.0,9.0,0.443103448275862
5110,40.0,0.660625,40.0,10.0,0.443103448275862
5111,40.0,0.633125,40.0,11.0,0.443103448275862
5112,40.0,0.671875,40.0,12.0,0.443103448275862
5113,40.0,0.664375,40.0,13.0,0.443103448275862
5114,40.0,0.67125,40.0,14.0,0.443103448275862
5115,40.0,0.635,40.0,15.0,0.443103448275862
5116,40.0,0.640625,40.0,16.0,0.443103448275862
5117,40.0,0.6625,40.0,17.0,0.443103448275862
5118,40.0,0.65625,40.0,18.0,0.443103448275862
5119,40.0,0.6375,40.0,19.0,0.443103448275862
5120,40.0,0.651875,40.0,20.0,0.443103448275862
5121,40.0,0.6725,40.0,21.0,0.443103448275862
5122,40.0,0.650625,40.0,22.0,0.443103448275862
5123,40.0,0.64,40.0,23.0,0.443103448275862
5124,40.0,0.684375,40.0,24.0,0.443103448275862
5125,40.0,0.6675,40.0,25.0,0.443103448275862
5126,40.0,0.673125,40.0,26.0,0.443103448275862
5127,40.0,0.644375,40.0,27.0,0.443103448275862
5128,40.0,0.666875,40.0,28.0,0.443103448275862
5129,40.0,0.678125,40.0,29.0,0.443103448275862
5130,40.0,0.64875,40.0,30.0,0.443103448275862
5131,40.0,0.65375,40.0,31.0,0.443103448275862
5132,40.0,0.644375,40.0,32.0,0.443103448275862
5133,40.0,0.678125,40.0,33.0,0.443103448275862
5134,40.0,0.6525,40.0,34.0,0.443103448275862
5135,40.0,0.6525,40.0,35.0,0.443103448275862
5136,40.0,0.6825,40.0,36.0,0.443103448275862
5137,40.0,0.6625,40.0,37.0,0.443103448275862
5138,40.0,0.628125,40.0,38.0,0.443103448275862
5139,40.0,0.6525,40.0,39.0,0.443103448275862
5140,40.0,0.6575,40.0,40.0,0.443103448275862
5141,40.0,0.678125,40.0,41.0,0.443103448275862
5142,40.0,0.67,40.0,42.0,0.443103448275862
5143,40.0,0.674375,40.0,43.0,0.443103448275862
5144,40.0,0.649375,40.0,44.0,0.443103448275862
5145,40.0,0.628125,40.0,45.0,0.443103448275862
5146,40.0,0.681875,40.0,46.0,0.443103448275862
5147,40.0,0.666875,40.0,47.0,0.443103448275862
5148,40.0,0.674375,40.0,48.0,0.443103448275862
5149,40.0,0.64,40.0,49.0,0.443103448275862
5150,40.0,0.5925,40.0,0.0,0.4758620689655172
5151,40.0,0.61625,40.0,1.0,0.4758620689655172
5152,40.0,0.575625,40.0,2.0,0.4758620689655172
5153,40.0,0.590625,40.0,3.0,0.4758620689655172
5154,40.0,0.55875,40.0,4.0,0.4758620689655172
5155,40.0,0.590625,40.0,5.0,0.4758620689655172
5156,40.0,0.59125,40.0,6.0,0.4758620689655172
5157,40.0,0.60125,40.0,7.0,0.4758620689655172
5158,40.0,0.56625,40.0,8.0,0.4758620689655172
5159,40.0,0.60125,40.0,9.0,0.4758620689655172
5160,40.0,0.548125,40.0,10.0,0.4758620689655172
5161,40.0,0.590625,40.0,11.0,0.4758620689655172
5162,40.0,0.56125,40.0,12.0,0.4758620689655172
5163,40.0,0.568125,40.0,13.0,0.4758620689655172
5164,40.0,0.6,40.0,14.0,0.4758620689655172
5165,40.0,0.576875,40.0,15.0,0.4758620689655172
5166,40.0,0.6125,40.0,16.0,0.4758620689655172
5167,40.0,0.594375,40.0,17.0,0.4758620689655172
5168,40.0,0.575625,40.0,18.0,0.4758620689655172
5169,40.0,0.578125,40.0,19.0,0.4758620689655172
5170,40.0,0.58125,40.0,20.0,0.4758620689655172
5171,40.0,0.546875,40.0,21.0,0.4758620689655172
5172,40.0,0.591875,40.0,22.0,0.4758620689655172
5173,40.0,0.6075,40.0,23.0,0.4758620689655172
5174,40.0,0.5825,40.0,24.0,0.4758620689655172
5175,40.0,0.576875,40.0,25.0,0.4758620689655172
5176,40.0,0.576875,40.0,26.0,0.4758620689655172
5177,40.0,0.594375,40.0,27.0,0.4758620689655172
5178,40.0,0.569375,40.0,28.0,0.4758620689655172
5179,40.0,0.575625,40.0,29.0,0.4758620689655172
5180,40.0,0.550625,40.0,30.0,0.4758620689655172
5181,40.0,0.568125,40.0,31.0,0.4758620689655172
5182,40.0,0.5675,40.0,32.0,0.4758620689655172
5183,40.0,0.6,40.0,33.0,0.4758620689655172
5184,40.0,0.573125,40.0,34.0,0.4758620689655172
5185,40.0,0.61,40.0,35.0,0.4758620689655172
5186,40.0,0.555,40.0,36.0,0.4758620689655172
5187,40.0,0.611875,40.0,37.0,0.4758620689655172
5188,40.0,0.585,40.0,38.0,0.4758620689655172
5189,40.0,0.580625,40.0,39.0,0.4758620689655172
5190,40.0,0.605625,40.0,40.0,0.4758620689655172
5191,40.0,0.589375,40.0,41.0,0.4758620689655172
5192,40.0,0.595,40.0,42.0,0.4758620689655172
5193,40.0,0.58125,40.0,43.0,0.4758620689655172
5194,40.0,0.605625,40.0,44.0,0.4758620689655172
5195,40.0,0.605,40.0,45.0,0.4758620689655172
5196,40.0,0.570625,40.0,46.0,0.4758620689655172
5197,40.0,0.60875,40.0,47.0,0.4758620689655172
5198,40.0,0.575,40.0,48.0,0.4758620689655172
5199,40.0,0.595,40.0,49.0,0.4758620689655172
5200,40.0,0.426875,40.0,0.0,0.5086206896551724
5201,40.0,0.433125,40.0,1.0,0.5086206896551724
5202,40.0,0.425625,40.0,2.0,0.5086206896551724
5203,40.0,0.440625,40.0,3.0,0.5086206896551724
5204,40.0,0.416875,40.0,4.0,0.5086206896551724
5205,40.0,0.44,40.0,5.0,0.5086206896551724
5206,40.0,0.423125,40.0,6.0,0.5086206896551724
5207,40.0,0.438125,40.0,7.0,0.5086206896551724
5208,40.0,0.440625,40.0,8.0,0.5086206896551724
5209,40.0,0.4225,40.0,9.0,0.5086206896551724
5210,40.0,0.46,40.0,10.0,0.5086206896551724
5211,40.0,0.435625,40.0,11.0,0.5086206896551724
5212,40.0,0.416875,40.0,12.0,0.5086206896551724
5213,40.0,0.49125,40.0,13.0,0.5086206896551724
5214,40.0,0.410625,40.0,14.0,0.5086206896551724
5215,40.0,0.453125,40.0,15.0,0.5086206896551724
5216,40.0,0.423125,40.0,16.0,0.5086206896551724
5217,40.0,0.438125,40.0,17.0,0.5086206896551724
5218,40.0,0.43875,40.0,18.0,0.5086206896551724
5219,40.0,0.438125,40.0,19.0,0.5086206896551724
5220,40.0,0.4175,40.0,20.0,0.5086206896551724
5221,40.0,0.433125,40.0,21.0,0.5086206896551724
5222,40.0,0.44875,40.0,22.0,0.5086206896551724
5223,40.0,0.431875,40.0,23.0,0.5086206896551724
5224,40.0,0.445625,40.0,24.0,0.5086206896551724
5225,40.0,0.4475,40.0,25.0,0.5086206896551724
5226,40.0,0.448125,40.0,26.0,0.5086206896551724
5227,40.0,0.42875,40.0,27.0,0.5086206896551724
5228,40.0,0.468125,40.0,28.0,0.5086206896551724
5229,40.0,0.42875,40.0,29.0,0.5086206896551724
5230,40.0,0.41625,40.0,30.0,0.5086206896551724
5231,40.0,0.419375,40.0,31.0,0.5086206896551724
5232,40.0,0.41125,40.0,32.0,0.5086206896551724
5233,40.0,0.436875,40.0,33.0,0.5086206896551724
5234,40.0,0.445625,40.0,34.0,0.5086206896551724
5235,40.0,0.458125,40.0,35.0,0.5086206896551724
5236,40.0,0.408125,40.0,36.0,0.5086206896551724
5237,40.0,0.428125,40.0,37.0,0.5086206896551724
5238,40.0,0.4575,40.0,38.0,0.5086206896551724
5239,40.0,0.419375,40.0,39.0,0.5086206896551724
5240,40.0,0.435625,40.0,40.0,0.5086206896551724
5241,40.0,0.40875,40.0,41.0,0.5086206896551724
5242,40.0,0.43625,40.0,42.0,0.5086206896551724
5243,40.0,0.445,40.0,43.0,0.5086206896551724
5244,40.0,0.434375,40.0,44.0,0.5086206896551724
5245,40.0,0.4325,40.0,45.0,0.5086206896551724
5246,40.0,0.436875,40.0,46.0,0.5086206896551724
5247,40.0,0.443125,40.0,47.0,0.5086206896551724
5248,40.0,0.445625,40.0,48.0,0.5086206896551724
5249,40.0,0.4375,40.0,49.0,0.5086206896551724
5250,40.0,0.383125,40.0,0.0,0.5413793103448276
5251,40.0,0.384375,40.0,1.0,0.5413793103448276
5252,40.0,0.360625,40.0,2.0,0.5413793103448276
5253,40.0,0.381875,40.0,3.0,0.5413793103448276
5254,40.0,0.371875,40.0,4.0,0.5413793103448276
5255,40.0,0.375625,40.0,5.0,0.5413793103448276
5256,40.0,0.360625,40.0,6.0,0.5413793103448276
5257,40.0,0.3775,40.0,7.0,0.5413793103448276
5258,40.0,0.391875,40.0,8.0,0.5413793103448276
5259,40.0,0.359375,40.0,9.0,0.5413793103448276
5260,40.0,0.380625,40.0,10.0,0.5413793103448276
5261,40.0,0.390625,40.0,11.0,0.5413793103448276
5262,40.0,0.395625,40.0,12.0,0.5413793103448276
5263,40.0,0.38375,40.0,13.0,0.5413793103448276
5264,40.0,0.38,40.0,14.0,0.5413793103448276
5265,40.0,0.383125,40.0,15.0,0.5413793103448276
5266,40.0,0.39375,40.0,16.0,0.5413793103448276
5267,40.0,0.388125,40.0,17.0,0.5413793103448276
5268,40.0,0.35,40.0,18.0,0.5413793103448276
5269,40.0,0.370625,40.0,19.0,0.5413793103448276
5270,40.0,0.365,40.0,20.0,0.5413793103448276
5271,40.0,0.374375,40.0,21.0,0.5413793103448276
5272,40.0,0.370625,40.0,22.0,0.5413793103448276
5273,40.0,0.363125,40.0,23.0,0.5413793103448276
5274,40.0,0.366875,40.0,24.0,0.5413793103448276
5275,40.0,0.369375,40.0,25.0,0.5413793103448276
5276,40.0,0.386875,40.0,26.0,0.5413793103448276
5277,40.0,0.396875,40.0,27.0,0.5413793103448276
5278,40.0,0.37375,40.0,28.0,0.5413793103448276
5279,40.0,0.409375,40.0,29.0,0.5413793103448276
5280,40.0,0.3725,40.0,30.0,0.5413793103448276
5281,40.0,0.395625,40.0,31.0,0.5413793103448276
5282,40.0,0.3875,40.0,32.0,0.5413793103448276
5283,40.0,0.409375,40.0,33.0,0.5413793103448276
5284,40.0,0.363125,40.0,34.0,0.5413793103448276
5285,40.0,0.4,40.0,35.0,0.5413793103448276
5286,40.0,0.3625,40.0,36.0,0.5413793103448276
5287,40.0,0.38125,40.0,37.0,0.5413793103448276
5288,40.0,0.35375,40.0,38.0,0.5413793103448276
5289,40.0,0.3675,40.0,39.0,0.5413793103448276
5290,40.0,0.38,40.0,40.0,0.5413793103448276
5291,40.0,0.370625,40.0,41.0,0.5413793103448276
5292,40.0,0.381875,40.0,42.0,0.5413793103448276
5293,40.0,0.361875,40.0,43.0,0.5413793103448276
5294,40.0,0.3775,40.0,44.0,0.5413793103448276
5295,40.0,0.3725,40.0,45.0,0.5413793103448276
5296,40.0,0.369375,40.0,46.0,0.5413793103448276
5297,40.0,0.35875,40.0,47.0,0.5413793103448276
5298,40.0,0.391875,40.0,48.0,0.5413793103448276
5299,40.0,0.363125,40.0,49.0,0.5413793103448276
5300,40.0,0.32125,40.0,0.0,0.5741379310344827
5301,40.0,0.308125,40.0,1.0,0.5741379310344827
5302,40.0,0.299375,40.0,2.0,0.5741379310344827
5303,40.0,0.29375,40.0,3.0,0.5741379310344827
5304,40.0,0.259375,40.0,4.0,0.5741379310344827
5305,40.0,0.304375,40.0,5.0,0.5741379310344827
5306,40.0,0.32375,40.0,6.0,0.5741379310344827
5307,40.0,0.26625,40.0,7.0,0.5741379310344827
5308,40.0,0.3175,40.0,8.0,0.5741379310344827
5309,40.0,0.3125,40.0,9.0,0.5741379310344827
5310,40.0,0.323125,40.0,10.0,0.5741379310344827
5311,40.0,0.288125,40.0,11.0,0.5741379310344827
5312,40.0,0.271875,40.0,12.0,0.5741379310344827
5313,40.0,0.294375,40.0,13.0,0.5741379310344827
5314,40.0,0.335,40.0,14.0,0.5741379310344827
5315,40.0,0.2975,40.0,15.0,0.5741379310344827
5316,40.0,0.3175,40.0,16.0,0.5741379310344827
5317,40.0,0.321875,40.0,17.0,0.5741379310344827
5318,40.0,0.304375,40.0,18.0,0.5741379310344827
5319,40.0,0.296875,40.0,19.0,0.5741379310344827
5320,40.0,0.3025,40.0,20.0,0.5741379310344827
5321,40.0,0.319375,40.0,21.0,0.5741379310344827
5322,40.0,0.31125,40.0,22.0,0.5741379310344827
5323,40.0,0.311875,40.0,23.0,0.5741379310344827
5324,40.0,0.33125,40.0,24.0,0.5741379310344827
5325,40.0,0.315,40.0,25.0,0.5741379310344827
5326,40.0,0.30625,40.0,26.0,0.5741379310344827
5327,40.0,0.290625,40.0,27.0,0.5741379310344827
5328,40.0,0.325625,40.0,28.0,0.5741379310344827
5329,40.0,0.325,40.0,29.0,0.5741379310344827
5330,40.0,0.315625,40.0,30.0,0.5741379310344827
5331,40.0,0.310625,40.0,31.0,0.5741379310344827
5332,40.0,0.304375,40.0,32.0,0.5741379310344827
5333,40.0,0.31125,40.0,33.0,0.5741379310344827
5334,40.0,0.330625,40.0,34.0,0.5741379310344827
5335,40.0,0.29625,40.0,35.0,0.5741379310344827
5336,40.0,0.2925,40.0,36.0,0.5741379310344827
5337,40.0,0.290625,40.0,37.0,0.5741379310344827
5338,40.0,0.305,40.0,38.0,0.5741379310344827
5339,40.0,0.29875,40.0,39.0,0.5741379310344827
5340,40.0,0.34,40.0,40.0,0.5741379310344827
5341,40.0,0.29,40.0,41.0,0.5741379310344827
5342,40.0,0.29125,40.0,42.0,0.5741379310344827
5343,40.0,0.316875,40.0,43.0,0.5741379310344827
5344,40.0,0.3175,40.0,44.0,0.5741379310344827
5345,40.0,0.296875,40.0,45.0,0.5741379310344827
5346,40.0,0.289375,40.0,46.0,0.5741379310344827
5347,40.0,0.3125,40.0,47.0,0.5741379310344827
5348,40.0,0.29875,40.0,48.0,0.5741379310344827
5349,40.0,0.295,40.0,49.0,0.5741379310344827
5350,40.0,0.238125,40.0,0.0,0.6068965517241379
5351,40.0,0.26,40.0,1.0,0.6068965517241379
5352,40.0,0.266875,40.0,2.0,0.6068965517241379
5353,40.0,0.245625,40.0,3.0,0.6068965517241379
5354,40.0,0.25875,40.0,4.0,0.6068965517241379
5355,40.0,0.245625,40.0,5.0,0.6068965517241379
5356,40.0,0.2575,40.0,6.0,0.6068965517241379
5357,40.0,0.241875,40.0,7.0,0.6068965517241379
5358,40.0,0.254375,40.0,8.0,0.6068965517241379
5359,40.0,0.254375,40.0,9.0,0.6068965517241379
5360,40.0,0.241875,40.0,10.0,0.6068965517241379
5361,40.0,0.246875,40.0,11.0,0.6068965517241379
5362,40.0,0.263125,40.0,12.0,0.6068965517241379
5363,40.0,0.238125,40.0,13.0,0.6068965517241379
5364,40.0,0.250625,40.0,14.0,0.6068965517241379
5365,40.0,0.230625,40.0,15.0,0.6068965517241379
5366,40.0,0.229375,40.0,16.0,0.6068965517241379
5367,40.0,0.22875,40.0,17.0,0.6068965517241379
5368,40.0,0.23625,40.0,18.0,0.6068965517241379
5369,40.0,0.261875,40.0,19.0,0.6068965517241379
5370,40.0,0.23625,40.0,20.0,0.6068965517241379
5371,40.0,0.24625,40.0,21.0,0.6068965517241379
5372,40.0,0.2425,40.0,22.0,0.6068965517241379
5373,40.0,0.23375,40.0,23.0,0.6068965517241379
5374,40.0,0.263125,40.0,24.0,0.6068965517241379
5375,40.0,0.254375,40.0,25.0,0.6068965517241379
5376,40.0,0.255,40.0,26.0,0.6068965517241379
5377,40.0,0.239375,40.0,27.0,0.6068965517241379
5378,40.0,0.23875,40.0,28.0,0.6068965517241379
5379,40.0,0.228125,40.0,29.0,0.6068965517241379
5380,40.0,0.245625,40.0,30.0,0.6068965517241379
5381,40.0,0.254375,40.0,31.0,0.6068965517241379
5382,40.0,0.21625,40.0,32.0,0.6068965517241379
5383,40.0,0.2525,40.0,33.0,0.6068965517241379
5384,40.0,0.201875,40.0,34.0,0.6068965517241379
5385,40.0,0.22625,40.0,35.0,0.6068965517241379
5386,40.0,0.270625,40.0,36.0,0.6068965517241379
5387,40.0,0.24125,40.0,37.0,0.6068965517241379
5388,40.0,0.2775,40.0,38.0,0.6068965517241379
5389,40.0,0.25,40.0,39.0,0.6068965517241379
5390,40.0,0.236875,40.0,40.0,0.6068965517241379
5391,40.0,0.25375,40.0,41.0,0.6068965517241379
5392,40.0,0.244375,40.0,42.0,0.6068965517241379
5393,40.0,0.264375,40.0,43.0,0.6068965517241379
5394,40.0,0.25375,40.0,44.0,0.6068965517241379
5395,40.0,0.255,40.0,45.0,0.6068965517241379
5396,40.0,0.224375,40.0,46.0,0.6068965517241379
5397,40.0,0.233125,40.0,47.0,0.6068965517241379
5398,40.0,0.234375,40.0,48.0,0.6068965517241379
5399,40.0,0.210625,40.0,49.0,0.6068965517241379
5400,40.0,0.16875,40.0,0.0,0.6396551724137931
5401,40.0,0.218125,40.0,1.0,0.6396551724137931
5402,40.0,0.203125,40.0,2.0,0.6396551724137931
5403,40.0,0.230625,40.0,3.0,0.6396551724137931
5404,40.0,0.21125,40.0,4.0,0.6396551724137931
5405,40.0,0.20625,40.0,5.0,0.6396551724137931
5406,40.0,0.2025,40.0,6.0,0.6396551724137931
5407,40.0,0.21125,40.0,7.0,0.6396551724137931
5408,40.0,0.2125,40.0,8.0,0.6396551724137931
5409,40.0,0.19125,40.0,9.0,0.6396551724137931
5410,40.0,0.22125,40.0,10.0,0.6396551724137931
5411,40.0,0.193125,40.0,11.0,0.6396551724137931
5412,40.0,0.18875,40.0,12.0,0.6396551724137931
5413,40.0,0.198125,40.0,13.0,0.6396551724137931
5414,40.0,0.1975,40.0,14.0,0.6396551724137931
5415,40.0,0.2175,40.0,15.0,0.6396551724137931
5416,40.0,0.201875,40.0,16.0,0.6396551724137931
5417,40.0,0.17375,40.0,17.0,0.6396551724137931
5418,40.0,0.21,40.0,18.0,0.6396551724137931
5419,40.0,0.218125,40.0,19.0,0.6396551724137931
5420,40.0,0.22625,40.0,20.0,0.6396551724137931
5421,40.0,0.23375,40.0,21.0,0.6396551724137931
5422,40.0,0.22,40.0,22.0,0.6396551724137931
5423,40.0,0.189375,40.0,23.0,0.6396551724137931
5424,40.0,0.20375,40.0,24.0,0.6396551724137931
5425,40.0,0.2175,40.0,25.0,0.6396551724137931
5426,40.0,0.163125,40.0,26.0,0.6396551724137931
5427,40.0,0.188125,40.0,27.0,0.6396551724137931
5428,40.0,0.21125,40.0,28.0,0.6396551724137931
5429,40.0,0.210625,40.0,29.0,0.6396551724137931
5430,40.0,0.205625,40.0,30.0,0.6396551724137931
5431,40.0,0.1925,40.0,31.0,0.6396551724137931
5432,40.0,0.204375,40.0,32.0,0.6396551724137931
5433,40.0,0.18125,40.0,33.0,0.6396551724137931
5434,40.0,0.21875,40.0,34.0,0.6396551724137931
5435,40.0,0.195625,40.0,35.0,0.6396551724137931
5436,40.0,0.185,40.0,36.0,0.6396551724137931
5437,40.0,0.205625,40.0,37.0,0.6396551724137931
5438,40.0,0.20375,40.0,38.0,0.6396551724137931
5439,40.0,0.210625,40.0,39.0,0.6396551724137931
5440,40.0,0.181875,40.0,40.0,0.6396551724137931
5441,40.0,0.205625,40.0,41.0,0.6396551724137931
